Old_Price,New_Price,date_range,Manufacturer,Model,ProdYear,Gear_box_type,Price_variation,Price_change
559990.0,620000.0,2023-01-09,MG,6,2022,Automatic,trending_up,60010.0
520000.0,559990.0,2022-11-03,MG,6,2022,Automatic,trending_up,39990.0
480000.0,520000.0,2022-10-05,MG,6,2022,Automatic,trending_up,40000.0
460000.0,480000.0,2022-09-08,MG,6,2022,Automatic,trending_up,20000.0
450000.0,460000.0,2022-08-28,MG,6,2022,Automatic,trending_up,10000.0
435000.0,450000.0,2022-08-02,MG,6,2022,Automatic,trending_up,15000.0
425000.0,435000.0,2022-07-04,MG,6,2022,Automatic,trending_up,10000.0
765000.0,800000.0,2023-02-12,Chery,Tiggo 8,2022,Automatic,trending_up,35000.0
710000.0,765000.0,2023-01-11,Chery,Tiggo 8,2022,Automatic,trending_up,55000.0
695000.0,710000.0,2023-01-02,Chery,Tiggo 8,2022,Automatic,trending_up,15000.0
675000.0,695000.0,2022-12-18,Chery,Tiggo 8,2022,Automatic,trending_up,20000.0
660000.0,675000.0,2022-10-31,Chery,Tiggo 8,2022,Automatic,trending_up,15000.0
585000.0,660000.0,2022-10-31,Chery,Tiggo 8,2022,Automatic,trending_up,75000.0
560000.0,585000.0,2022-09-30,Chery,Tiggo 8,2022,Automatic,trending_up,25000.0
510000.0,560000.0,2022-09-01,Chery,Tiggo 8,2022,Automatic,trending_up,50000.0
500000.0,510000.0,2022-08-02,Chery,Tiggo 8,2022,Automatic,trending_up,10000.0
485000.0,500000.0,2022-07-02,Chery,Tiggo 8,2022,Automatic,trending_up,15000.0
815000.0,850000.0,2023-02-12,Chery,Tiggo 8,2022,Automatic,trending_up,35000.0
755000.0,815000.0,2023-01-11,Chery,Tiggo 8,2022,Automatic,trending_up,60000.0
740000.0,755000.0,2023-01-02,Chery,Tiggo 8,2022,Automatic,trending_up,15000.0
720000.0,740000.0,2022-12-18,Chery,Tiggo 8,2022,Automatic,trending_up,20000.0
710000.0,720000.0,2022-10-31,Chery,Tiggo 8,2022,Automatic,trending_up,10000.0
625000.0,710000.0,2022-10-31,Chery,Tiggo 8,2022,Automatic,trending_up,85000.0
600000.0,625000.0,2022-09-30,Chery,Tiggo 8,2022,Automatic,trending_up,25000.0
550000.0,600000.0,2022-09-01,Chery,Tiggo 8,2022,Automatic,trending_up,50000.0
540000.0,550000.0,2022-08-02,Chery,Tiggo 8,2022,Automatic,trending_up,10000.0
525000.0,540000.0,2022-07-02,Chery,Tiggo 8,2022,Automatic,trending_up,15000.0
311900.0,337000.0,2023-01-15,Chery,Arrizo 5,2022,Manual,trending_up,25100.0
271000.0,311900.0,2023-01-11,Chery,Arrizo 5,2022,Manual,trending_up,40900.0
267000.0,271000.0,2022-12-20,Chery,Arrizo 5,2022,Manual,trending_up,4000.0
252000.0,267000.0,2022-10-31,Chery,Arrizo 5,2022,Manual,trending_up,15000.0
237000.0,252000.0,2022-09-30,Chery,Arrizo 5,2022,Manual,trending_up,15000.0
222000.0,237000.0,2022-09-01,Chery,Arrizo 5,2022,Manual,trending_up,15000.0
220000.0,222000.0,2022-08-25,Chery,Arrizo 5,2022,Manual,trending_up,2000.0
217000.0,220000.0,2022-07-02,Chery,Arrizo 5,2022,Manual,trending_up,3000.0
212000.0,217000.0,2022-04-26,Chery,Arrizo 5,2022,Manual,trending_up,5000.0
200000.0,212000.0,2022-04-07,Chery,Arrizo 5,2022,Manual,trending_up,12000.0
369900.0,371000.0,2023-01-15,Chery,Arrizo 5,2022,Automatic,trending_up,1100.0
308000.0,369000.0,2023-01-11,Chery,Arrizo 5,2022,Automatic,trending_up,61000.0
305000.0,308000.0,2023-01-02,Chery,Arrizo 5,2022,Automatic,trending_up,3000.0
299000.0,305000.0,2022-12-20,Chery,Arrizo 5,2022,Automatic,trending_up,6000.0
280000.0,299000.0,2022-10-31,Chery,Arrizo 5,2022,Automatic,trending_up,19000.0
265000.0,280000.0,2022-09-30,Chery,Arrizo 5,2022,Automatic,trending_up,15000.0
250000.0,265000.0,2022-09-01,Chery,Arrizo 5,2022,Automatic,trending_up,15000.0
245000.0,250000.0,2022-08-25,Chery,Arrizo 5,2022,Automatic,trending_up,5000.0
242000.0,245000.0,2022-07-02,Chery,Arrizo 5,2022,Automatic,trending_up,3000.0
237000.0,242000.0,2022-04-26,Chery,Arrizo 5,2022,Automatic,trending_up,5000.0
328000.0,395000.0,2023-01-15,Chery,Arrizo 5,2022,Automatic,trending_up,67000.0
325000.0,328000.0,2023-01-02,Chery,Arrizo 5,2022,Automatic,trending_up,3000.0
319000.0,325000.0,2022-12-20,Chery,Arrizo 5,2022,Automatic,trending_up,6000.0
295000.0,319000.0,2022-10-31,Chery,Arrizo 5,2022,Automatic,trending_up,24000.0
280000.0,295000.0,2022-09-30,Chery,Arrizo 5,2022,Automatic,trending_up,15000.0
265000.0,280000.0,2022-09-01,Chery,Arrizo 5,2022,Automatic,trending_up,15000.0
260000.0,265000.0,2022-08-25,Chery,Arrizo 5,2022,Automatic,trending_up,5000.0
257000.0,260000.0,2022-07-02,Chery,Arrizo 5,2022,Automatic,trending_up,3000.0
252000.0,257000.0,2022-04-26,Chery,Arrizo 5,2022,Automatic,trending_up,5000.0
239000.0,252000.0,2022-04-07,Chery,Arrizo 5,2022,Automatic,trending_up,13000.0
759990.0,799990.0,2023-03-21,MG,Rx5,2022,Automatic,trending_up,40000.0
342000.0,759990.0,2023-03-05,MG,Rx5,2022,Automatic,trending_up,417990.0
337000.0,342000.0,2021-11-01,MG,Rx5,2022,Automatic,trending_up,5000.0
332000.0,337000.0,2021-10-02,MG,Rx5,2022,Automatic,trending_up,5000.0
779990.0,819990.0,2023-03-21,MG,Rx5,2022,Automatic,trending_up,40000.0
709990.0,779990.0,2023-03-05,MG,Rx5,2022,Automatic,trending_up,70000.0
690000.0,709990.0,2023-01-15,MG,Rx5,2022,Automatic,trending_up,19990.0
649990.0,690000.0,2023-01-09,MG,Rx5,2022,Automatic,trending_up,40010.0
610000.0,649990.0,2022-11-03,MG,Rx5,2022,Automatic,trending_up,39990.0
560000.0,610000.0,2022-10-05,MG,Rx5,2022,Automatic,trending_up,50000.0
540000.0,560000.0,2022-09-08,MG,Rx5,2022,Automatic,trending_up,20000.0
520000.0,540000.0,2022-08-28,MG,Rx5,2022,Automatic,trending_up,20000.0
500000.0,520000.0,2022-08-02,MG,Rx5,2022,Automatic,trending_up,20000.0
480000.0,500000.0,2022-07-04,MG,Rx5,2022,Automatic,trending_up,20000.0
799990.0,839990.0,2023-03-21,MG,Rx5,2022,Automatic,trending_up,40000.0
749990.0,799990.0,2023-03-05,MG,Rx5,2022,Automatic,trending_up,50000.0
720000.0,749990.0,2023-01-15,MG,Rx5,2022,Automatic,trending_up,29990.0
679990.0,720000.0,2023-01-09,MG,Rx5,2022,Automatic,trending_up,40010.0
640000.0,679990.0,2022-11-03,MG,Rx5,2022,Automatic,trending_up,39990.0
590000.0,640000.0,2022-10-05,MG,Rx5,2022,Automatic,trending_up,50000.0
570000.0,590000.0,2022-09-08,MG,Rx5,2022,Automatic,trending_up,20000.0
550000.0,570000.0,2022-08-28,MG,Rx5,2022,Automatic,trending_up,20000.0
530000.0,550000.0,2022-08-02,MG,Rx5,2022,Automatic,trending_up,20000.0
510000.0,530000.0,2022-07-04,MG,Rx5,2022,Automatic,trending_up,20000.0
425000.0,440000.0,2022-06-15,Hyundai,Elantra CN7,2022,Automatic,trending_up,15000.0
383000.0,425000.0,2022-06-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,42000.0
343000.0,383000.0,2022-03-21,Hyundai,Elantra CN7,2022,Automatic,trending_up,40000.0
339900.0,343000.0,2022-03-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,3100.0
335000.0,339900.0,2022-02-02,Hyundai,Elantra CN7,2022,Automatic,trending_up,4900.0
333000.0,335000.0,2022-01-02,Hyundai,Elantra CN7,2022,Automatic,trending_up,2000.0
330000.0,333000.0,2021-12-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,3000.0
325000.0,330000.0,2021-10-31,Hyundai,Elantra CN7,2022,Automatic,trending_up,5000.0
323000.0,325000.0,2021-10-03,Hyundai,Elantra CN7,2022,Automatic,trending_up,2000.0
320000.0,323000.0,2021-09-25,Hyundai,Elantra CN7,2022,Automatic,trending_up,3000.0
435000.0,450000.0,2022-06-15,Hyundai,Elantra CN7,2022,Automatic,trending_up,15000.0
430000.0,435000.0,2022-06-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,5000.0
393000.0,430000.0,2022-06-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,37000.0
353000.0,393000.0,2022-03-21,Hyundai,Elantra CN7,2022,Automatic,trending_up,40000.0
349900.0,353000.0,2022-03-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,3100.0
345000.0,349900.0,2022-02-02,Hyundai,Elantra CN7,2022,Automatic,trending_up,4900.0
343000.0,345000.0,2022-01-02,Hyundai,Elantra CN7,2022,Automatic,trending_up,2000.0
340000.0,343000.0,2021-12-01,Hyundai,Elantra CN7,2022,Automatic,trending_up,3000.0
335000.0,340000.0,2021-10-31,Hyundai,Elantra CN7,2022,Automatic,trending_up,5000.0
333000.0,335000.0,2021-10-03,Hyundai,Elantra CN7,2022,Automatic,trending_up,2000.0
530000.0,550000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
485000.0,530000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
460000.0,485000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
455000.0,460000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
410000.0,455000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
370000.0,410000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,40000.0
367000.0,370000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3000.0
365000.0,367000.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
575000.0,595000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
525000.0,575000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,50000.0
500000.0,525000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
495000.0,500000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
450000.0,495000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
410000.0,450000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,40000.0
407000.0,410000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3000.0
405000.0,407000.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
605000.0,625000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
550000.0,605000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,55000.0
525000.0,550000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
520000.0,525000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
475000.0,520000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
435000.0,475000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,40000.0
432000.0,435000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3000.0
430000.0,432000.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
533000.0,553000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
538000.0,533000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_down,5000.0
488000.0,538000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,50000.0
463000.0,488000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
458000.0,463000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
413000.0,458000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
373000.0,413000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,40000.0
369900.0,373000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3100.0
367900.0,369900.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
553000.0,573000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
533000.0,553000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
503000.0,533000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,30000.0
478000.0,503000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
473000.0,478000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
428000.0,473000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
413000.0,428000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,15000.0
388000.0,413000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
384900.0,388000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3100.0
382900.0,384900.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
578000.0,598000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
528000.0,578000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,50000.0
503000.0,528000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
498000.0,503000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
453000.0,498000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
428000.0,453000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
413000.0,428000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,15000.0
409900.0,413000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3100.0
407900.0,409900.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
608000.0,628000.0,2022-09-30,Hyundai,Creta SU2,2022,Automatic,trending_up,20000.0
553000.0,608000.0,2022-09-01,Hyundai,Creta SU2,2022,Automatic,trending_up,55000.0
528000.0,553000.0,2022-08-01,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
523000.0,528000.0,2022-06-15,Hyundai,Creta SU2,2022,Automatic,trending_up,5000.0
478000.0,523000.0,2022-04-07,Hyundai,Creta SU2,2022,Automatic,trending_up,45000.0
453000.0,478000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,25000.0
438000.0,453000.0,2022-03-21,Hyundai,Creta SU2,2022,Automatic,trending_up,15000.0
434900.0,438000.0,2021-10-31,Hyundai,Creta SU2,2022,Automatic,trending_up,3100.0
432900.0,434900.0,2021-10-03,Hyundai,Creta SU2,2022,Automatic,trending_up,2000.0
665000.0,735000.0,2023-01-10,Haval,Jolion,2022,Automatic,trending_up,70000.0
640000.0,665000.0,2022-12-01,Haval,Jolion,2022,Automatic,trending_up,25000.0
565000.0,640000.0,2022-10-31,Haval,Jolion,2022,Automatic,trending_up,75000.0
540000.0,565000.0,2022-10-02,Haval,Jolion,2022,Automatic,trending_up,25000.0
485000.0,540000.0,2022-09-01,Haval,Jolion,2022,Automatic,trending_up,55000.0
475000.0,485000.0,2022-08-01,Haval,Jolion,2022,Automatic,trending_up,10000.0
47000.0,475000.0,2022-07-02,Haval,Jolion,2022,Automatic,trending_up,428000.0
455000.0,460000.0,2022-06-15,Haval,Jolion,2022,Automatic,trending_up,5000.0
445000.0,455000.0,2022-06-01,Haval,Jolion,2022,Automatic,trending_up,10000.0
430000.0,445000.0,2022-05-09,Haval,Jolion,2022,Automatic,trending_up,15000.0
780000.0,800000.0,2023-01-15,Haval,Jolion,2022,Automatic,trending_up,20000.0
710000.0,780000.0,2023-01-10,Haval,Jolion,2022,Automatic,trending_up,70000.0
675000.0,710000.0,2022-12-01,Haval,Jolion,2022,Automatic,trending_up,35000.0
595000.0,675000.0,2022-10-31,Haval,Jolion,2022,Automatic,trending_up,80000.0
570000.0,595000.0,2022-10-02,Haval,Jolion,2022,Automatic,trending_up,25000.0
515000.0,570000.0,2022-09-01,Haval,Jolion,2022,Automatic,trending_up,55000.0
505000.0,515000.0,2022-08-01,Haval,Jolion,2022,Automatic,trending_up,10000.0
490000.0,505000.0,2022-07-02,Haval,Jolion,2022,Automatic,trending_up,15000.0
485000.0,490000.0,2022-06-15,Haval,Jolion,2022,Automatic,trending_up,5000.0
470000.0,485000.0,2022-06-01,Haval,Jolion,2022,Automatic,trending_up,15000.0
815000.0,830000.0,2023-01-15,Haval,Jolion,2022,Automatic,trending_up,15000.0
745000.0,815000.0,2023-01-10,Haval,Jolion,2022,Automatic,trending_up,70000.0
705000.0,745000.0,2022-12-01,Haval,Jolion,2022,Automatic,trending_up,40000.0
625000.0,705000.0,2022-10-31,Haval,Jolion,2022,Automatic,trending_up,80000.0
600000.0,625000.0,2022-10-02,Haval,Jolion,2022,Automatic,trending_up,25000.0
540000.0,600000.0,2022-09-01,Haval,Jolion,2022,Automatic,trending_up,60000.0
530000.0,540000.0,2022-08-01,Haval,Jolion,2022,Automatic,trending_up,10000.0
515000.0,530000.0,2022-07-02,Haval,Jolion,2022,Automatic,trending_up,15000.0
510000.0,515000.0,2022-06-15,Haval,Jolion,2022,Automatic,trending_up,5000.0
495000.0,510000.0,2022-06-01,Haval,Jolion,2022,Automatic,trending_up,15000.0
201500.0,208500.0,2022-05-15,Chevrolet,Optra,2022,Automatic,trending_up,7000.0
205000.0,201500.0,2021-11-25,Chevrolet,Optra,2022,Automatic,trending_down,3500.0
201500.0,205000.0,2021-10-04,Chevrolet,Optra,2022,Automatic,trending_up,3500.0
199500.0,201500.0,2021-06-02,Chevrolet,Optra,2022,Automatic,trending_up,2000.0
208000.0,215500.0,2022-05-15,Chevrolet,Optra,2022,Automatic,trending_up,7500.0
211500.0,208000.0,2021-11-25,Chevrolet,Optra,2022,Automatic,trending_down,3500.0
208000.0,211500.0,2021-10-04,Chevrolet,Optra,2022,Automatic,trending_up,3500.0
206000.0,208000.0,2021-06-02,Chevrolet,Optra,2022,Automatic,trending_up,2000.0
234500.0,270500.0,2022-04-15,Chevrolet,Optra,2022,Automatic,trending_up,36000.0
224500.0,234500.0,2022-03-07,Chevrolet,Optra,2022,Automatic,trending_up,10000.0
220900.0,224500.0,2021-11-25,Chevrolet,Optra,2022,Automatic,trending_up,3600.0
217400.0,220900.0,2021-10-04,Chevrolet,Optra,2022,Automatic,trending_up,3500.0
215400.0,217400.0,2021-06-02,Chevrolet,Optra,2022,Automatic,trending_up,2000.0
241500.0,277000.0,2022-04-15,Chevrolet,Optra,2022,Automatic,trending_up,35500.0
231000.0,241500.0,2022-03-07,Chevrolet,Optra,2022,Automatic,trending_up,10500.0
227500.0,231000.0,2021-11-25,Chevrolet,Optra,2022,Automatic,trending_up,3500.0
223900.0,227500.0,2021-10-04,Chevrolet,Optra,2022,Automatic,trending_up,3600.0
221900.0,223900.0,2021-06-02,Chevrolet,Optra,2022,Automatic,trending_up,2000.0
410000.0,440000.0,2023-01-18,Changan,CS 15,2022,Automatic,trending_up,30000.0
380000.0,410000.0,2023-01-15,Changan,CS 15,2022,Automatic,trending_up,30000.0
350000.0,380000.0,2022-10-31,Changan,CS 15,2022,Automatic,trending_up,30000.0
340000.0,350000.0,2022-10-02,Changan,CS 15,2022,Automatic,trending_up,10000.0
320000.0,340000.0,2022-09-04,Changan,CS 15,2022,Automatic,trending_up,20000.0
310000.0,320000.0,2022-08-02,Changan,CS 15,2022,Automatic,trending_up,10000.0
299900.0,310000.0,2022-07-24,Changan,CS 15,2022,Automatic,trending_up,10100.0
280000.0,299900.0,2022-06-01,Changan,CS 15,2022,Automatic,trending_up,19900.0
270000.0,280000.0,2022-05-08,Changan,CS 15,2022,Automatic,trending_up,10000.0
262000.0,270000.0,2022-04-07,Changan,CS 15,2022,Automatic,trending_up,8000.0
899990.0,949990.0,2023-03-21,MG,HS,2022,Automatic,trending_up,50000.0
839990.0,899990.0,2023-03-05,MG,HS,2022,Automatic,trending_up,60000.0
790000.0,839990.0,2023-01-15,MG,HS,2022,Automatic,trending_up,49990.0
729990.0,790000.0,2023-01-09,MG,HS,2022,Automatic,trending_up,60010.0
690000.0,729990.0,2022-11-03,MG,HS,2022,Automatic,trending_up,39990.0
630000.0,690000.0,2022-10-05,MG,HS,2022,Automatic,trending_up,60000.0
610000.0,630000.0,2022-09-08,MG,HS,2022,Automatic,trending_up,20000.0
590000.0,610000.0,2022-08-28,MG,HS,2022,Automatic,trending_up,20000.0
570000.0,590000.0,2022-08-02,MG,HS,2022,Automatic,trending_up,20000.0
550000.0,570000.0,2022-07-04,MG,HS,2022,Automatic,trending_up,20000.0
909990.0,959990.0,2023-03-21,MG,HS,2022,Automatic,trending_up,50000.0
849990.0,909990.0,2023-03-05,MG,HS,2022,Automatic,trending_up,60000.0
800000.0,849990.0,2023-01-15,MG,HS,2022,Automatic,trending_up,49990.0
739990.0,800000.0,2023-01-09,MG,HS,2022,Automatic,trending_up,60010.0
695000.0,739990.0,2022-11-03,MG,HS,2022,Automatic,trending_up,44990.0
635000.0,695000.0,2022-10-05,MG,HS,2022,Automatic,trending_up,60000.0
615000.0,635000.0,2022-09-08,MG,HS,2022,Automatic,trending_up,20000.0
595000.0,615000.0,2022-08-28,MG,HS,2022,Automatic,trending_up,20000.0
575000.0,595000.0,2022-08-02,MG,HS,2022,Automatic,trending_up,20000.0
555000.0,575000.0,2022-07-04,MG,HS,2022,Automatic,trending_up,20000.0
939990.0,989990.0,2023-03-21,MG,HS,2022,Automatic,trending_up,50000.0
859990.0,939990.0,2023-03-05,MG,HS,2022,Automatic,trending_up,80000.0
810000.0,859990.0,2023-01-15,MG,HS,2022,Automatic,trending_up,49990.0
749990.0,810000.0,2023-01-09,MG,HS,2022,Automatic,trending_up,60010.0
700000.0,749990.0,2022-11-03,MG,HS,2022,Automatic,trending_up,49990.0
640000.0,700000.0,2022-10-05,MG,HS,2022,Automatic,trending_up,60000.0
620000.0,640000.0,2022-09-08,MG,HS,2022,Automatic,trending_up,20000.0
600000.0,620000.0,2022-08-28,MG,HS,2022,Automatic,trending_up,20000.0
580000.0,600000.0,2022-08-02,MG,HS,2022,Automatic,trending_up,20000.0
560000.0,580000.0,2022-07-04,MG,HS,2022,Automatic,trending_up,20000.0
325400.0,368400.0,2022-03-25,Nissan,Sentra,2022,Automatic,trending_up,43000.0
333400.0,325400.0,2021-11-02,Nissan,Sentra,2022,Automatic,trending_down,8000.0
321400.0,364400.0,2022-03-25,Nissan,Sentra,2022,Automatic,trending_up,43000.0
329400.0,321400.0,2021-11-02,Nissan,Sentra,2022,Automatic,trending_down,8000.0
620000.0,699000.0,2023-01-10,Haval,Jolion,2022,Automatic,trending_up,79000.0
595000.0,620000.0,2022-12-01,Haval,Jolion,2022,Automatic,trending_up,25000.0
525000.0,595000.0,2022-10-31,Haval,Jolion,2022,Automatic,trending_up,70000.0
500000.0,525000.0,2022-10-02,Haval,Jolion,2022,Automatic,trending_up,25000.0
450000.0,500000.0,2022-09-01,Haval,Jolion,2022,Automatic,trending_up,50000.0
440000.0,450000.0,2022-08-01,Haval,Jolion,2022,Automatic,trending_up,10000.0
425000.0,440000.0,2022-07-02,Haval,Jolion,2022,Automatic,trending_up,15000.0
420000.0,425000.0,2022-06-15,Haval,Jolion,2022,Automatic,trending_up,5000.0
410000.0,420000.0,2022-06-01,Haval,Jolion,2022,Automatic,trending_up,10000.0
395000.0,410000.0,2022-05-09,Haval,Jolion,2022,Automatic,trending_up,15000.0
240000.0,269500.0,2022-04-03,Byd,L3,2022,Automatic,trending_up,29500.0
235000.0,270000.0,2022-03-22,Byd,L3,2022,Automatic,trending_up,35000.0
228000.0,235000.0,2021-11-04,Byd,L3,2022,Automatic,trending_up,7000.0
220000.0,228000.0,2021-10-16,Byd,L3,2022,Automatic,trending_up,8000.0
215000.0,220000.0,2021-10-10,Byd,L3,2022,Automatic,trending_up,5000.0
250000.0,279500.0,2022-04-03,Byd,L3,2022,Automatic,trending_up,29500.0
245000.0,280000.0,2022-03-22,Byd,L3,2022,Automatic,trending_up,35000.0
238000.0,245000.0,2021-11-04,Byd,L3,2022,Automatic,trending_up,7000.0
230000.0,238000.0,2021-10-16,Byd,L3,2022,Automatic,trending_up,8000.0
225000.0,230000.0,2021-10-10,Byd,L3,2022,Automatic,trending_up,5000.0
169900.0,179900.0,2022-09-12,Suzuki,Alto,2022,Manual,trending_up,10000.0
163900.0,169900.0,2022-08-07,Suzuki,Alto,2022,Manual,trending_up,6000.0
161900.0,163900.0,2022-08-03,Suzuki,Alto,2022,Manual,trending_up,2000.0
159900.0,161900.0,2022-07-04,Suzuki,Alto,2022,Manual,trending_up,2000.0
154900.0,159900.0,2022-06-06,Suzuki,Alto,2022,Manual,trending_up,5000.0
150000.0,154900.0,2022-05-25,Suzuki,Alto,2022,Manual,trending_up,4900.0
127900.0,150000.0,2022-04-15,Suzuki,Alto,2022,Manual,trending_up,22100.0
124900.0,127900.0,2022-03-12,Suzuki,Alto,2022,Manual,trending_up,3000.0
123900.0,124900.0,2021-11-07,Suzuki,Alto,2022,Manual,trending_up,1000.0
121900.0,123900.0,2021-10-06,Suzuki,Alto,2022,Manual,trending_up,2000.0
229900.0,299900.0,2023-01-23,Suzuki,S Presso,2022,Manual,trending_up,70000.0
209900.0,229900.0,2022-11-13,Suzuki,S Presso,2022,Manual,trending_up,20000.0
199900.0,209900.0,2022-09-12,Suzuki,S Presso,2022,Manual,trending_up,10000.0
191900.0,199900.0,2022-08-07,Suzuki,S Presso,2022,Manual,trending_up,8000.0
189900.0,191900.0,2022-08-03,Suzuki,S Presso,2022,Manual,trending_up,2000.0
187900.0,189900.0,2022-07-04,Suzuki,S Presso,2022,Manual,trending_up,2000.0
181900.0,187900.0,2022-06-06,Suzuki,S Presso,2022,Manual,trending_up,6000.0
177000.0,181900.0,2022-05-25,Suzuki,S Presso,2022,Manual,trending_up,4900.0
153900.0,177000.0,2022-04-15,Suzuki,S Presso,2022,Manual,trending_up,23100.0
149900.0,153900.0,2022-03-12,Suzuki,S Presso,2022,Manual,trending_up,4000.0
349900.0,439900.0,2023-01-23,Suzuki,Swift,2022,Automatic,trending_up,90000.0
319900.0,349900.0,2022-11-13,Suzuki,Swift,2022,Automatic,trending_up,30000.0
299900.0,319900.0,2022-09-12,Suzuki,Swift,2022,Automatic,trending_up,20000.0
284900.0,299900.0,2022-08-03,Suzuki,Swift,2022,Automatic,trending_up,15000.0
277400.0,284900.0,2022-07-04,Suzuki,Swift,2022,Automatic,trending_up,7500.0
262400.0,277400.0,2022-06-06,Suzuki,Swift,2022,Automatic,trending_up,15000.0
250000.0,262400.0,2022-05-25,Suzuki,Swift,2022,Automatic,trending_up,12400.0
219900.0,250000.0,2022-04-15,Suzuki,Swift,2022,Automatic,trending_up,30100.0
214900.0,219900.0,2022-03-12,Suzuki,Swift,2022,Automatic,trending_up,5000.0
211000.0,214900.0,2021-11-07,Suzuki,Swift,2022,Automatic,trending_up,3900.0
880000.0,985000.0,2022-12-06,Seat,Ateca,2022,Automatic,trending_up,105000.0
835000.0,880000.0,2022-11-18,Seat,Ateca,2022,Automatic,trending_up,45000.0
725000.0,835000.0,2022-10-13,Seat,Ateca,2022,Automatic,trending_up,110000.0
675000.0,725000.0,2022-07-31,Seat,Ateca,2022,Automatic,trending_up,50000.0
