Old_Price,New_Price,date_range,Manufacturer,Model,ProdYear,Gear_box_type,Price_variation,Price_change
2262876.0,2180000.0,2020-11-18,Porsche,Cayenne,2020,Automatic,trending_down,82876.0
2078727.0,2262876.0,2019-10-14,Porsche,Cayenne,2020,Automatic,trending_up,184149.0
2388000.0,2295000.0,2020-11-18,Porsche,Cayenne,2020,Automatic,trending_down,93000.0
2262876.0,2388000.0,2019-10-15,Porsche,Cayenne,2020,Automatic,trending_up,125124.0
5600000.0,5250000.0,2020-05-18,Lexus,LX 570,2020,Automatic,trending_down,350000.0
5800000.0,5600000.0,2019-12-15,Lexus,LX 570,2020,Automatic,trending_down,200000.0
5800000.0,5450000.0,2020-05-18,Lexus,LX 570,2020,Automatic,trending_down,350000.0
2830000.0,2650000.0,2020-05-18,Lexus,ES 350,2020,Automatic,trending_down,180000.0
2650000.0,2830000.0,2019-12-18,Lexus,ES 350,2020,Automatic,trending_up,180000.0
5400000.0,5000000.0,2020-05-18,Lexus,LS 500,2020,Automatic,trending_down,400000.0
6150000.0,5700000.0,2020-05-18,Lexus,LS 500,2020,Automatic,trending_down,450000.0
6750000.0,6250000.0,2020-05-18,Lexus,LS 500,2020,Automatic,trending_down,500000.0
2150000.0,2500000.0,2020-05-18,Lexus,ES 350,2020,Automatic,trending_up,350000.0
2650000.0,2150000.0,2020-05-18,Lexus,ES 350,2020,Automatic,trending_down,500000.0
1253000.0,1192000.0,2020-11-11,Porsche,Macan,2020,Automatic,trending_down,61000.0
1825000.0,2050000.0,2020-11-11,Porsche,Macan,2020,Automatic,trending_up,225000.0
1477000.0,1410000.0,2020-11-11,Porsche,Boxster,2020,Manual,trending_down,67000.0
500000.0,570000.0,2022-09-16,Toyota,Corolla,2022,Automatic,trending_up,70000.0
465000.0,500000.0,2022-07-18,Toyota,Corolla,2022,Automatic,trending_up,35000.0
420000.0,465000.0,2022-04-07,Toyota,Corolla,2022,Automatic,trending_up,45000.0
417000.0,420000.0,2022-01-09,Toyota,Corolla,2022,Automatic,trending_up,3000.0
405000.0,417000.0,2021-08-25,Toyota,Corolla,2022,Automatic,trending_up,12000.0
525000.0,600000.0,2022-09-16,Toyota,Corolla,2022,Automatic,trending_up,75000.0
490000.0,525000.0,2022-07-18,Toyota,Corolla,2022,Automatic,trending_up,35000.0
457000.0,490000.0,2022-04-07,Toyota,Corolla,2022,Automatic,trending_up,33000.0
445000.0,457000.0,2021-08-25,Toyota,Corolla,2022,Automatic,trending_up,12000.0
534000.0,634000.0,2022-09-16,Toyota,Corolla,2022,Automatic,trending_up,100000.0
499000.0,534000.0,2022-07-18,Toyota,Corolla,2022,Automatic,trending_up,35000.0
472000.0,499000.0,2022-04-07,Toyota,Corolla,2022,Automatic,trending_up,27000.0
460000.0,472000.0,2021-08-25,Toyota,Corolla,2022,Automatic,trending_up,12000.0
185000.0,194500.0,2022-04-03,Lada,Granta,2022,Manual,trending_up,9500.0
168000.0,195000.0,2022-03-22,Lada,Granta,2022,Manual,trending_up,27000.0
174000.0,168000.0,2022-02-28,Lada,Granta,2022,Manual,trending_down,6000.0
168000.0,174000.0,2021-11-04,Lada,Granta,2022,Manual,trending_up,6000.0
163000.0,168000.0,2021-10-16,Lada,Granta,2022,Manual,trending_up,5000.0
160000.0,163000.0,2021-10-04,Lada,Granta,2022,Manual,trending_up,3000.0
158000.0,160000.0,2021-08-25,Lada,Granta,2022,Manual,trending_up,2000.0
215000.0,229500.0,2022-04-03,Lada,Granta,2022,Automatic,trending_up,14500.0
194000.0,225000.0,2022-03-22,Lada,Granta,2022,Automatic,trending_up,31000.0
189000.0,194000.0,2021-11-04,Lada,Granta,2022,Automatic,trending_up,5000.0
183000.0,189000.0,2021-10-16,Lada,Granta,2022,Automatic,trending_up,6000.0
180000.0,183000.0,2021-10-04,Lada,Granta,2022,Automatic,trending_up,3000.0
178000.0,180000.0,2021-08-25,Lada,Granta,2022,Automatic,trending_up,2000.0
220000.0,235500.0,2022-04-03,Lada,Granta,2022,Automatic,trending_up,15500.0
225000.0,235000.0,2022-03-22,Lada,Granta,2022,Automatic,trending_up,10000.0
198000.0,204000.0,2021-11-04,Lada,Granta,2022,Automatic,trending_up,6000.0
192000.0,198000.0,2021-10-16,Lada,Granta,2022,Automatic,trending_up,6000.0
188000.0,192000.0,2021-10-04,Lada,Granta,2022,Automatic,trending_up,4000.0
185000.0,188000.0,2021-08-25,Lada,Granta,2022,Automatic,trending_up,3000.0
945000.0,1040000.0,2022-04-07,Toyota,Fortuner,2022,Automatic,trending_up,95000.0
935000.0,945000.0,2021-08-25,Toyota,Fortuner,2022,Automatic,trending_up,10000.0
930000.0,935000.0,2021-08-10,Toyota,Fortuner,2022,Automatic,trending_up,5000.0
925000.0,930000.0,2021-07-27,Toyota,Fortuner,2022,Automatic,trending_up,5000.0
795000.0,890000.0,2022-04-07,Toyota,Fortuner,2022,Automatic,trending_up,95000.0
785000.0,795000.0,2021-08-25,Toyota,Fortuner,2022,Automatic,trending_up,10000.0
780000.0,785000.0,2021-08-10,Toyota,Fortuner,2022,Automatic,trending_up,5000.0
775000.0,780000.0,2021-07-27,Toyota,Fortuner,2022,Automatic,trending_up,5000.0
197400.0,218400.0,2022-03-25,Nissan,Sunny,2022,Manual,trending_up,21000.0
194900.0,197400.0,2022-01-02,Nissan,Sunny,2022,Manual,trending_up,2500.0
189900.0,194900.0,2021-11-02,Nissan,Sunny,2022,Manual,trending_up,5000.0
188000.0,189900.0,2021-10-03,Nissan,Sunny,2022,Manual,trending_up,1900.0
185000.0,188000.0,2021-08-31,Nissan,Sunny,2022,Manual,trending_up,3000.0
218500.0,239500.0,2022-03-25,Nissan,Sunny,2022,Automatic,trending_up,21000.0
216000.0,218500.0,2022-01-02,Nissan,Sunny,2022,Automatic,trending_up,2500.0
211000.0,216000.0,2021-11-02,Nissan,Sunny,2022,Automatic,trending_up,5000.0
210000.0,211000.0,2021-10-03,Nissan,Sunny,2022,Automatic,trending_up,1000.0
207000.0,210000.0,2021-08-31,Nissan,Sunny,2022,Automatic,trending_up,3000.0
206000.0,207000.0,2021-07-03,Nissan,Sunny,2022,Automatic,trending_up,1000.0
243000.0,264000.0,2022-03-25,Nissan,Sunny,2022,Automatic,trending_up,21000.0
240500.0,243000.0,2022-01-02,Nissan,Sunny,2022,Automatic,trending_up,2500.0
235500.0,240500.0,2021-11-02,Nissan,Sunny,2022,Automatic,trending_up,5000.0
234500.0,235500.0,2021-10-03,Nissan,Sunny,2022,Automatic,trending_up,1000.0
231500.0,234500.0,2021-08-31,Nissan,Sunny,2022,Automatic,trending_up,3000.0
230500.0,231500.0,2021-07-03,Nissan,Sunny,2022,Automatic,trending_up,1000.0
232000.0,253000.0,2022-03-25,Nissan,Sunny,2022,Automatic,trending_up,21000.0
229500.0,232000.0,2022-01-02,Nissan,Sunny,2022,Automatic,trending_up,2500.0
224500.0,229500.0,2021-11-02,Nissan,Sunny,2022,Automatic,trending_up,5000.0
223500.0,224500.0,2021-10-03,Nissan,Sunny,2022,Automatic,trending_up,1000.0
220500.0,223500.0,2021-08-31,Nissan,Sunny,2022,Automatic,trending_up,3000.0
219500.0,220500.0,2021-07-03,Nissan,Sunny,2022,Automatic,trending_up,1000.0
980000.0,990000.0,2023-03-01,Hyundai,Tucson,2022,Automatic,trending_up,10000.0
915000.0,980000.0,2023-01-15,Hyundai,Tucson,2022,Automatic,trending_up,65000.0
595000.0,915000.0,2023-01-10,Hyundai,Tucson,2022,Automatic,trending_up,320000.0
575000.0,595000.0,2022-06-15,Hyundai,Tucson,2022,Automatic,trending_up,20000.0
525000.0,575000.0,2022-04-07,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
475000.0,525000.0,2022-03-21,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
465000.0,475000.0,2021-10-31,Hyundai,Tucson,2022,Automatic,trending_up,10000.0
460000.0,465000.0,2021-10-03,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
455000.0,460000.0,2021-09-01,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
605000.0,625000.0,2022-06-15,Hyundai,Tucson,2022,Automatic,trending_up,20000.0
555000.0,605000.0,2022-04-07,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
505000.0,555000.0,2022-03-21,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
495000.0,505000.0,2021-10-31,Hyundai,Tucson,2022,Automatic,trending_up,10000.0
490000.0,495000.0,2021-10-03,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
485000.0,490000.0,2021-09-01,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
640000.0,660000.0,2022-06-15,Hyundai,Tucson,2022,Automatic,trending_up,20000.0
590000.0,640000.0,2022-04-07,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
540000.0,590000.0,2022-03-21,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
530000.0,540000.0,2021-10-31,Hyundai,Tucson,2022,Automatic,trending_up,10000.0
525000.0,530000.0,2021-10-03,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
520000.0,525000.0,2021-09-01,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
695000.0,715000.0,2022-06-15,Hyundai,Tucson,2022,Automatic,trending_up,20000.0
645000.0,695000.0,2022-04-07,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
595000.0,645000.0,2022-03-21,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
580000.0,595000.0,2021-10-31,Hyundai,Tucson,2022,Automatic,trending_up,15000.0
575000.0,580000.0,2021-10-03,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
570000.0,575000.0,2021-09-01,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
735000.0,755000.0,2022-06-15,Hyundai,Tucson,2022,Automatic,trending_up,20000.0
685000.0,735000.0,2022-04-07,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
635000.0,685000.0,2022-03-21,Hyundai,Tucson,2022,Automatic,trending_up,50000.0
620000.0,635000.0,2021-10-31,Hyundai,Tucson,2022,Automatic,trending_up,15000.0
615000.0,620000.0,2021-10-03,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
610000.0,615000.0,2021-09-01,Hyundai,Tucson,2022,Automatic,trending_up,5000.0
405000.0,505000.0,2022-11-03,Renault,Duster,2022,Automatic,trending_up,100000.0
395000.0,405000.0,2022-06-02,Renault,Duster,2022,Automatic,trending_up,10000.0
387000.0,395000.0,2022-05-05,Renault,Duster,2022,Automatic,trending_up,8000.0
352000.0,387000.0,2022-04-08,Renault,Duster,2022,Automatic,trending_up,35000.0
343000.0,352000.0,2022-02-03,Renault,Duster,2022,Automatic,trending_up,9000.0
333000.0,343000.0,2021-12-23,Renault,Duster,2022,Automatic,trending_up,10000.0
348000.0,333000.0,2021-09-01,Renault,Duster,2022,Automatic,trending_down,15000.0
509000.0,549000.0,2023-01-15,Chery,Tiggo 7,2022,Automatic,trending_up,40000.0
459000.0,509000.0,2023-01-11,Chery,Tiggo 7,2022,Automatic,trending_up,50000.0
449000.0,459000.0,2023-01-02,Chery,Tiggo 7,2022,Automatic,trending_up,10000.0
439000.0,449000.0,2022-12-20,Chery,Tiggo 7,2022,Automatic,trending_up,10000.0
414000.0,439000.0,2022-10-31,Chery,Tiggo 7,2022,Automatic,trending_up,25000.0
379000.0,414000.0,2022-09-30,Chery,Tiggo 7,2022,Automatic,trending_up,35000.0
354000.0,379000.0,2022-09-01,Chery,Tiggo 7,2022,Automatic,trending_up,25000.0
349000.0,354000.0,2022-08-25,Chery,Tiggo 7,2022,Automatic,trending_up,5000.0
340000.0,349000.0,2022-04-26,Chery,Tiggo 7,2022,Automatic,trending_up,9000.0
320000.0,340000.0,2022-04-07,Chery,Tiggo 7,2022,Automatic,trending_up,20000.0
549000.0,590000.0,2023-01-15,Chery,Tiggo 7,2022,Automatic,trending_up,41000.0
495000.0,549000.0,2023-01-11,Chery,Tiggo 7,2022,Automatic,trending_up,54000.0
480000.0,495000.0,2023-01-02,Chery,Tiggo 7,2022,Automatic,trending_up,15000.0
470000.0,480000.0,2022-12-20,Chery,Tiggo 7,2022,Automatic,trending_up,10000.0
440000.0,470000.0,2022-10-31,Chery,Tiggo 7,2022,Automatic,trending_up,30000.0
405000.0,440000.0,2022-09-30,Chery,Tiggo 7,2022,Automatic,trending_up,35000.0
380000.0,405000.0,2022-09-01,Chery,Tiggo 7,2022,Automatic,trending_up,25000.0
375000.0,380000.0,2022-08-25,Chery,Tiggo 7,2022,Automatic,trending_up,5000.0
365000.0,375000.0,2022-04-26,Chery,Tiggo 7,2022,Automatic,trending_up,10000.0
345000.0,365000.0,2022-04-07,Chery,Tiggo 7,2022,Automatic,trending_up,20000.0
299900.0,320000.0,2023-01-18,Changan,Alsvin,2022,Unknown,trending_up,20100.0
275000.0,299900.0,2023-01-15,Changan,Alsvin,2022,Unknown,trending_up,24900.0
245000.0,275000.0,2022-10-31,Changan,Alsvin,2022,Unknown,trending_up,30000.0
240000.0,245000.0,2022-10-02,Changan,Alsvin,2022,Unknown,trending_up,5000.0
230000.0,240000.0,2022-09-04,Changan,Alsvin,2022,Unknown,trending_up,10000.0
227000.0,230000.0,2022-07-24,Changan,Alsvin,2022,Unknown,trending_up,3000.0
225000.0,227000.0,2022-06-14,Changan,Alsvin,2022,Unknown,trending_up,2000.0
213000.0,225000.0,2022-06-01,Changan,Alsvin,2022,Unknown,trending_up,12000.0
203000.0,213000.0,2022-05-08,Changan,Alsvin,2022,Unknown,trending_up,10000.0
196000.0,203000.0,2022-04-07,Changan,Alsvin,2022,Unknown,trending_up,7000.0
330000.0,355000.0,2023-01-18,Changan,Alsvin,2022,Automatic,trending_up,25000.0
305000.0,330000.0,2023-01-15,Changan,Alsvin,2022,Automatic,trending_up,25000.0
275000.0,305000.0,2022-10-31,Changan,Alsvin,2022,Automatic,trending_up,30000.0
270000.0,275000.0,2022-10-02,Changan,Alsvin,2022,Automatic,trending_up,5000.0
255000.0,270000.0,2022-09-04,Changan,Alsvin,2022,Automatic,trending_up,15000.0
250000.0,255000.0,2022-08-02,Changan,Alsvin,2022,Automatic,trending_up,5000.0
247000.0,250000.0,2022-07-24,Changan,Alsvin,2022,Automatic,trending_up,3000.0
245000.0,247000.0,2022-06-14,Changan,Alsvin,2022,Automatic,trending_up,2000.0
233000.0,245000.0,2022-06-01,Changan,Alsvin,2022,Automatic,trending_up,12000.0
223000.0,233000.0,2022-05-08,Changan,Alsvin,2022,Automatic,trending_up,10000.0
350000.0,375000.0,2023-01-18,Changan,Alsvin,2022,Automatic,trending_up,25000.0
325000.0,350000.0,2023-01-15,Changan,Alsvin,2022,Automatic,trending_up,25000.0
295000.0,325000.0,2022-10-31,Changan,Alsvin,2022,Automatic,trending_up,30000.0
290000.0,295000.0,2022-10-02,Changan,Alsvin,2022,Automatic,trending_up,5000.0
275000.0,290000.0,2022-09-04,Changan,Alsvin,2022,Automatic,trending_up,15000.0
270000.0,275000.0,2022-08-02,Changan,Alsvin,2022,Automatic,trending_up,5000.0
267000.0,270000.0,2022-07-24,Changan,Alsvin,2022,Automatic,trending_up,3000.0
265000.0,267000.0,2022-06-14,Changan,Alsvin,2022,Automatic,trending_up,2000.0
249000.0,265000.0,2022-06-01,Changan,Alsvin,2022,Automatic,trending_up,16000.0
239000.0,249000.0,2022-05-08,Changan,Alsvin,2022,Automatic,trending_up,10000.0
360000.0,385000.0,2023-01-18,Changan,Eado,2022,Automatic,trending_up,25000.0
340000.0,360000.0,2023-01-15,Changan,Eado,2022,Automatic,trending_up,20000.0
310000.0,340000.0,2022-10-31,Changan,Eado,2022,Automatic,trending_up,30000.0
305000.0,310000.0,2022-10-02,Changan,Eado,2022,Automatic,trending_up,5000.0
290000.0,305000.0,2022-09-04,Changan,Eado,2022,Automatic,trending_up,15000.0
283000.0,290000.0,2022-07-24,Changan,Eado,2022,Automatic,trending_up,7000.0
279900.0,283000.0,2022-06-14,Changan,Eado,2022,Automatic,trending_up,3100.0
270000.0,279900.0,2022-06-01,Changan,Eado,2022,Automatic,trending_up,9900.0
260000.0,270000.0,2022-05-08,Changan,Eado,2022,Automatic,trending_up,10000.0
249000.0,270000.0,2022-04-07,Changan,Eado,2022,Automatic,trending_up,21000.0
380000.0,410000.0,2023-01-18,Changan,Eado,2022,Automatic,trending_up,30000.0
350000.0,380000.0,2023-01-15,Changan,Eado,2022,Automatic,trending_up,30000.0
330000.0,350000.0,2022-10-31,Changan,Eado,2022,Automatic,trending_up,20000.0
325000.0,330000.0,2022-10-02,Changan,Eado,2022,Automatic,trending_up,5000.0
310000.0,325000.0,2022-09-04,Changan,Eado,2022,Automatic,trending_up,15000.0
303000.0,310000.0,2022-07-24,Changan,Eado,2022,Automatic,trending_up,7000.0
299900.0,303000.0,2022-06-14,Changan,Eado,2022,Automatic,trending_up,3100.0
285000.0,299900.0,2022-06-01,Changan,Eado,2022,Automatic,trending_up,14900.0
275000.0,285000.0,2022-05-08,Changan,Eado,2022,Automatic,trending_up,10000.0
264900.0,275000.0,2022-04-07,Changan,Eado,2022,Automatic,trending_up,10100.0
333000.0,350000.0,2022-10-31,Hyundai,Accent RB,2022,Automatic,trending_up,17000.0
328000.0,333000.0,2022-09-30,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
300000.0,328000.0,2022-09-01,Hyundai,Accent RB,2022,Automatic,trending_up,28000.0
295000.0,300000.0,2022-08-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
290000.0,295000.0,2022-07-02,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
285000.0,290000.0,2022-06-16,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
28000.0,285000.0,2022-06-01,Hyundai,Accent RB,2022,Automatic,trending_up,257000.0
270000.0,280000.0,2022-04-07,Hyundai,Accent RB,2022,Automatic,trending_up,10000.0
245000.0,270000.0,2022-03-21,Hyundai,Accent RB,2022,Automatic,trending_up,25000.0
230000.0,245000.0,2022-03-01,Hyundai,Accent RB,2022,Automatic,trending_up,15000.0
343000.0,360000.0,2022-10-31,Hyundai,Accent RB,2022,Automatic,trending_up,17000.0
338000.0,343000.0,2022-09-30,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
310000.0,338000.0,2022-09-01,Hyundai,Accent RB,2022,Automatic,trending_up,28000.0
305000.0,310000.0,2022-08-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
300000.0,305000.0,2022-07-02,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
295000.0,300000.0,2022-06-16,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
290000.0,295000.0,2022-06-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
280000.0,290000.0,2022-04-07,Hyundai,Accent RB,2022,Automatic,trending_up,10000.0
255000.0,280000.0,2022-03-21,Hyundai,Accent RB,2022,Automatic,trending_up,25000.0
240000.0,255000.0,2022-03-01,Hyundai,Accent RB,2022,Automatic,trending_up,15000.0
350000.0,367000.0,2022-10-31,Hyundai,Accent RB,2022,Automatic,trending_up,17000.0
345000.0,350000.0,2022-09-30,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
317000.0,345000.0,2022-09-01,Hyundai,Accent RB,2022,Automatic,trending_up,28000.0
312000.0,317000.0,2022-08-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
306000.0,312000.0,2022-07-02,Hyundai,Accent RB,2022,Automatic,trending_up,6000.0
301000.0,306000.0,2022-06-16,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
296000.0,301000.0,2022-06-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
286000.0,296000.0,2022-04-07,Hyundai,Accent RB,2022,Automatic,trending_up,10000.0
261000.0,286000.0,2022-03-21,Hyundai,Accent RB,2022,Automatic,trending_up,25000.0
246000.0,261000.0,2022-03-01,Hyundai,Accent RB,2022,Automatic,trending_up,15000.0
360000.0,377000.0,2022-10-31,Hyundai,Accent RB,2022,Automatic,trending_up,17000.0
355000.0,360000.0,2022-09-30,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
35500.0,355000.0,2022-09-01,Hyundai,Accent RB,2022,Automatic,trending_up,319500.0
327000.0,35500.0,2022-09-01,Hyundai,Accent RB,2022,Automatic,trending_down,291500.0
322000.0,327000.0,2022-08-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
316000.0,322000.0,2022-07-02,Hyundai,Accent RB,2022,Automatic,trending_up,6000.0
311000.0,316000.0,2022-06-16,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
306000.0,311000.0,2022-06-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
296000.0,306000.0,2022-04-07,Hyundai,Accent RB,2022,Automatic,trending_up,10000.0
271000.0,296000.0,2022-03-21,Hyundai,Accent RB,2022,Automatic,trending_up,25000.0
370000.0,387000.0,2022-10-31,Hyundai,Accent RB,2022,Automatic,trending_up,17000.0
365000.0,370000.0,2022-09-30,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
337000.0,365000.0,2022-09-01,Hyundai,Accent RB,2022,Automatic,trending_up,28000.0
332000.0,337000.0,2022-08-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
326000.0,332000.0,2022-07-02,Hyundai,Accent RB,2022,Automatic,trending_up,6000.0
321000.0,326000.0,2022-06-16,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
316000.0,321000.0,2022-06-01,Hyundai,Accent RB,2022,Automatic,trending_up,5000.0
306000.0,316000.0,2022-04-07,Hyundai,Accent RB,2022,Automatic,trending_up,10000.0
281000.0,306000.0,2022-03-21,Hyundai,Accent RB,2022,Automatic,trending_up,25000.0
266000.0,281000.0,2022-03-01,Hyundai,Accent RB,2022,Automatic,trending_up,15000.0
437000.0,471000.0,2023-01-15,Chery,Tiggo 3,2022,Automatic,trending_up,34000.0
387000.0,437000.0,2023-01-11,Chery,Tiggo 3,2022,Automatic,trending_up,50000.0
377000.0,387000.0,2023-01-02,Chery,Tiggo 3,2022,Automatic,trending_up,10000.0
372000.0,377000.0,2022-12-20,Chery,Tiggo 3,2022,Automatic,trending_up,5000.0
347000.0,372000.0,2022-10-31,Chery,Tiggo 3,2022,Automatic,trending_up,25000.0
322000.0,347000.0,2022-09-30,Chery,Tiggo 3,2022,Automatic,trending_up,25000.0
302000.0,322000.0,2022-09-01,Chery,Tiggo 3,2022,Automatic,trending_up,20000.0
297000.0,302000.0,2022-08-25,Chery,Tiggo 3,2022,Automatic,trending_up,5000.0
290000.0,297000.0,2022-04-26,Chery,Tiggo 3,2022,Automatic,trending_up,7000.0
275000.0,290000.0,2022-04-07,Chery,Tiggo 3,2022,Automatic,trending_up,15000.0
377000.0,417000.0,2022-10-31,Hyundai,Elantra HD,2022,Automatic,trending_up,40000.0
372000.0,377000.0,2022-09-30,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
332000.0,372000.0,2022-09-01,Hyundai,Elantra HD,2022,Automatic,trending_up,40000.0
322000.0,332000.0,2022-08-01,Hyundai,Elantra HD,2022,Automatic,trending_up,10000.0
317000.0,322000.0,2022-07-02,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
312000.0,317000.0,2022-06-16,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
307000.0,312000.0,2022-06-01,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
295000.0,307000.0,2022-04-07,Hyundai,Elantra HD,2022,Automatic,trending_up,12000.0
275000.0,295000.0,2022-03-21,Hyundai,Elantra HD,2022,Automatic,trending_up,20000.0
254900.0,275000.0,2022-03-01,Hyundai,Elantra HD,2022,Automatic,trending_up,20100.0
387000.0,427000.0,2022-10-31,Hyundai,Elantra HD,2022,Automatic,trending_up,40000.0
382000.0,387000.0,2022-09-30,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
342000.0,382000.0,2022-09-01,Hyundai,Elantra HD,2022,Automatic,trending_up,40000.0
329000.0,342000.0,2022-08-01,Hyundai,Elantra HD,2022,Automatic,trending_up,13000.0
324000.0,329000.0,2022-07-02,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
319000.0,324000.0,2022-06-16,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
314000.0,319000.0,2022-06-01,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
302000.0,314000.0,2022-04-07,Hyundai,Elantra HD,2022,Automatic,trending_up,12000.0
282000.0,302000.0,2022-03-21,Hyundai,Elantra HD,2022,Automatic,trending_up,20000.0
261900.0,282000.0,2022-03-01,Hyundai,Elantra HD,2022,Automatic,trending_up,20100.0
397000.0,437000.0,2022-10-31,Hyundai,Elantra HD,2022,Automatic,trending_up,40000.0
392000.0,397000.0,2022-09-30,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
352000.0,392000.0,2022-09-01,Hyundai,Elantra HD,2022,Automatic,trending_up,40000.0
342000.0,352000.0,2022-08-01,Hyundai,Elantra HD,2022,Automatic,trending_up,10000.0
337000.0,342000.0,2022-07-02,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
332000.0,337000.0,2022-06-16,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
327000.0,332000.0,2022-06-01,Hyundai,Elantra HD,2022,Automatic,trending_up,5000.0
315000.0,327000.0,2022-04-07,Hyundai,Elantra HD,2022,Automatic,trending_up,12000.0
295000.0,315000.0,2022-03-21,Hyundai,Elantra HD,2022,Automatic,trending_up,20000.0
274900.0,295000.0,2022-03-01,Hyundai,Elantra HD,2022,Automatic,trending_up,20100.0
545000.0,585000.0,2023-01-15,Hyundai,Accent HCI,2022,Automatic,trending_up,40000.0
495000.0,545000.0,2023-01-10,Hyundai,Accent HCI,2022,Automatic,trending_up,50000.0
390000.0,495000.0,2023-01-02,Hyundai,Accent HCI,2022,Automatic,trending_up,105000.0
350000.0,390000.0,2022-09-01,Hyundai,Accent HCI,2022,Automatic,trending_up,40000.0
345000.0,350000.0,2022-06-15,Hyundai,Accent HCI,2022,Automatic,trending_up,5000.0
315000.0,345000.0,2022-04-07,Hyundai,Accent HCI,2022,Automatic,trending_up,30000.0
285000.0,315000.0,2022-03-21,Hyundai,Accent HCI,2022,Automatic,trending_up,30000.0
282000.0,285000.0,2021-10-31,Hyundai,Accent HCI,2022,Automatic,trending_up,3000.0
280000.0,282000.0,2021-10-03,Hyundai,Accent HCI,2022,Automatic,trending_up,2000.0
277000.0,280000.0,2021-09-04,Hyundai,Accent HCI,2022,Automatic,trending_up,3000.0
565000.0,605000.0,2023-01-15,Hyundai,Accent HCI,2022,Automatic,trending_up,40000.0
545000.0,565000.0,2023-01-10,Hyundai,Accent HCI,2022,Automatic,trending_up,20000.0
510000.0,545000.0,2023-01-10,Hyundai,Accent HCI,2022,Automatic,trending_up,35000.0
390000.0,510000.0,2023-01-02,Hyundai,Accent HCI,2022,Automatic,trending_up,120000.0
350009.0,390000.0,2022-09-01,Hyundai,Accent HCI,2022,Automatic,trending_up,39991.0
345000.0,350000.0,2022-06-15,Hyundai,Accent HCI,2022,Automatic,trending_up,5000.0
315000.0,345000.0,2022-04-07,Hyundai,Accent HCI,2022,Automatic,trending_up,30000.0
285000.0,345000.0,2022-03-21,Hyundai,Accent HCI,2022,Automatic,trending_up,60000.0
282000.0,285000.0,2021-10-31,Hyundai,Accent HCI,2022,Automatic,trending_up,3000.0
280000.0,282000.0,2021-10-03,Hyundai,Accent HCI,2022,Automatic,trending_up,2000.0
585000.0,630000.0,2023-01-15,Hyundai,Accent HCI,2022,Automatic,trending_up,45000.0
530000.0,585000.0,2023-01-10,Hyundai,Accent HCI,2022,Automatic,trending_up,55000.0
410000.0,530000.0,2023-01-02,Hyundai,Accent HCI,2022,Automatic,trending_up,120000.0
